CNPJ;Ente;UF;Plano de Segregação;Sujeito Passivo;Aliquota;Início de Vigência;Fim de Vigência
18114272000188;Divino;MG;PREVIDENCIÁRIO;Pensionistas;11.00;2007-09-03 00:00:00.000;NULL
18114272000188;Divino;MG;PREVIDENCIÁRIO;Ente;19.74;2007-09-13 00:00:00.000;NULL
18291351000164;Divinópolis;MG;PREVIDENCIÁRIO;Ativos;11.00;2007-01-04 00:00:00.000;NULL
18291351000164;Divinópolis;MG;PREVIDENCIÁRIO;Aposentados;11.00;2007-01-04 00:00:00.000;NULL
18291351000164;Divinópolis;MG;PREVIDENCIÁRIO;Pensionistas;11.00;2007-04-04 00:00:00.000;NULL
18291351000164;Divinópolis;MG;PREVIDENCIÁRIO;Ente;13.00;2016-04-01 00:00:00.000;NULL
18291351000164;Divinópolis;MG;PREVIDENCIÁRIO;Ente-suplementar;15.00;2019-01-01 00:00:00.000;2019-12-31 00:00:00.000
18291351000164;Divinópolis;MG;PREVIDENCIÁRIO;Ente-suplementar;17.00;2020-01-01 00:00:00.000;2020-12-31 00:00:00.000
18301010000122;Dores do Indaiá;MG;PREVIDENCIÁRIO;Ativos;11.00;2006-03-09 00:00:00.000;NULL
18301010000122;Dores do Indaiá;MG;PREVIDENCIÁRIO;Aposentados;11.00;2006-03-09 00:00:00.000;NULL
18301010000122;Dores do Indaiá;MG;PREVIDENCIÁRIO;Pensionistas;11.00;2006-03-09 00:00:00.000;NULL
18301010000122;Dores do Indaiá;MG;PREVIDENCIÁRIO;Ente;14.62;2012-06-06 00:00:00.000;NULL
18301010000122;Dores do Indaiá;MG;PREVIDENCIÁRIO;Ente-suplementar;6.86;2014-01-01 00:00:00.000;2040-12-31 00:00:00.000
18080655000182;Engenheiro Caldas;MG;PREVIDENCIÁRIO;Ativos;11.00;2008-12-12 00:00:00.000;NULL
18080655000182;Engenheiro Caldas;MG;PREVIDENCIÁRIO;Aposentados;11.00;2008-12-12 00:00:00.000;NULL
18080655000182;Engenheiro Caldas;MG;PREVIDENCIÁRIO;Pensionistas;11.00;2008-12-12 00:00:00.000;NULL
18080655000182;Engenheiro Caldas;MG;PREVIDENCIÁRIO;Ente;11.00;2013-12-01 00:00:00.000;NULL
18080655000182;Engenheiro Caldas;MG;PREVIDENCIÁRIO;Ente-suplementar;12.00;2018-01-01 00:00:00.000;2019-12-31 00:00:00.000
18080655000182;Engenheiro Caldas;MG;PREVIDENCIÁRIO;Ente-suplementar;13.00;2020-01-01 00:00:00.000;2020-12-31 00:00:00.000
18080655000182;Engenheiro Caldas;MG;PREVIDENCIÁRIO;Ente-suplementar;15.30;2021-01-01 00:00:00.000;2041-12-31 00:00:00.000
18114264000131;Espera Feliz;MG;PREVIDENCIÁRIO;Ente;15.00;2019-01-01 00:00:00.000;NULL
18114264000131;Espera Feliz;MG;PREVIDENCIÁRIO;Ativos;11.00;2019-01-01 00:00:00.000;NULL
18114264000131;Espera Feliz;MG;PREVIDENCIÁRIO;Aposentados;11.00;2019-01-01 00:00:00.000;NULL
18114264000131;Espera Feliz;MG;PREVIDENCIÁRIO;Pensionistas;11.00;2019-01-01 00:00:00.000;NULL
18650952000116;Espinosa;MG;PREVIDENCIÁRIO;Ente;13.00;2014-05-19 00:00:00.000;NULL
18650952000116;Espinosa;MG;PREVIDENCIÁRIO;Ativos;11.00;2014-05-19 00:00:00.000;NULL
18650952000116;Espinosa;MG;PREVIDENCIÁRIO;Aposentados;11.00;2014-05-19 00:00:00.000;NULL
18650952000116;Espinosa;MG;PREVIDENCIÁRIO;Pensionistas;11.00;2014-05-19 00:00:00.000;NULL
18650952000116;Espinosa;MG;PREVIDENCIÁRIO;Ente-suplementar;5.92;2019-01-01 00:00:00.000;2023-12-31 00:00:00.000
18301028000124;Estrela do Indaiá;MG;FINANCEIRO;Aposentados;11.00;2016-01-01 00:00:00.000;NULL
18301028000124;Estrela do Indaiá;MG;FINANCEIRO;Ativos;11.00;2016-01-01 00:00:00.000;NULL
18301028000124;Estrela do Indaiá;MG;FINANCEIRO;Pensionistas;11.00;2016-01-01 00:00:00.000;NULL
18301028000124;Estrela do Indaiá;MG;FINANCEIRO;Ente;11.00;2016-01-01 00:00:00.000;NULL
18301028000124;Estrela do Indaiá;MG;PREVIDENCIÁRIO;Aposentados;11.00;2016-01-01 00:00:00.000;NULL
18301028000124;Estrela do Indaiá;MG;PREVIDENCIÁRIO;Ativos;11.00;2016-01-01 00:00:00.000;NULL
18301028000124;Estrela do Indaiá;MG;PREVIDENCIÁRIO;Pensionistas;11.00;2016-01-01 00:00:00.000;NULL
18301028000124;Estrela do Indaiá;MG;PREVIDENCIÁRIO;Ente;22.00;2017-09-08 00:00:00.000;NULL
18301028000124;Estrela do Indaiá;MG;PREVIDENCIÁRIO;Ente-suplementar;22.00;2019-01-01 00:00:00.000;2019-12-31 00:00:00.000
18301028000124;Estrela do Indaiá;MG;PREVIDENCIÁRIO;Ente-suplementar;24.00;2020-01-01 00:00:00.000;2020-12-31 00:00:00.000
18301028000124;Estrela do Indaiá;MG;PREVIDENCIÁRIO;Ente-suplementar;28.00;2021-01-01 00:00:00.000;2021-12-31 00:00:00.000
18677591000100;Extrema;MG;PREVIDENCIÁRIO;Ativos;11.00;2015-10-22 00:00:00.000;NULL
18677591000100;Extrema;MG;PREVIDENCIÁRIO;Pensionistas;11.00;2015-10-22 00:00:00.000;NULL
18677591000100;Extrema;MG;PREVIDENCIÁRIO;Aposentados;11.00;2015-10-22 00:00:00.000;NULL
18677591000100;Extrema;MG;PREVIDENCIÁRIO;Ente;16.00;2015-10-22 00:00:00.000;NULL
18677591000100;Extrema;MG;PREVIDENCIÁRIO;Ente-suplementar;8.70;2019-01-01 00:00:00.000;2019-12-31 00:00:00.000
18677591000100;Extrema;MG;PREVIDENCIÁRIO;Ente-suplementar;10.67;2020-01-01 00:00:00.000;2020-12-31 00:00:00.000
18677591000100;Extrema;MG;PREVIDENCIÁRIO;Ente-suplementar;12.65;2021-01-01 00:00:00.000;2021-12-31 00:00:00.000
18677591000100;Extrema;MG;PREVIDENCIÁRIO;Ente-suplementar;14.62;2022-01-01 00:00:00.000;2022-12-31 00:00:00.000
18677591000100;Extrema;MG;PREVIDENCIÁRIO;Ente-suplementar;16.59;2023-01-01 00:00:00.000;2023-12-31 00:00:00.000
18083071000160;Felisburgo;MG;PREVIDENCIÁRIO;Ativos;11.00;2010-07-01 00:00:00.000;NULL
18083071000160;Felisburgo;MG;PREVIDENCIÁRIO;Aposentados;11.00;2010-07-01 00:00:00.000;NULL
18083071000160;Felisburgo;MG;PREVIDENCIÁRIO;Pensionistas;11.00;2010-07-01 00:00:00.000;NULL
18083071000160;Felisburgo;MG;PREVIDENCIÁRIO;Ente;10.00;2013-01-01 00:00:00.000;NULL
18083071000160;Felisburgo;MG;PREVIDENCIÁRIO;Ente-suplementar;19.38;2019-01-01 00:00:00.000;2043-12-31 00:00:00.000
17695032000151;Felixlândia;MG;PREVIDENCIÁRIO;Ativos;11.00;2008-03-01 00:00:00.000;NULL
17695032000151;Felixlândia;MG;PREVIDENCIÁRIO;Aposentados;11.00;2008-03-01 00:00:00.000;NULL
17695032000151;Felixlândia;MG;PREVIDENCIÁRIO;Pensionistas;11.00;2008-03-01 00:00:00.000;NULL
17695032000151;Felixlândia;MG;PREVIDENCIÁRIO;Ente;15.00;2018-03-01 00:00:00.000;NULL
17695032000151;Felixlândia;MG;PREVIDENCIÁRIO;Ente-suplementar;4.28;2019-01-01 00:00:00.000;2019-12-31 00:00:00.000
17695032000151;Felixlândia;MG;PREVIDENCIÁRIO;Ente-suplementar;6.56;2020-01-01 00:00:00.000;2020-12-31 00:00:00.000
17695032000151;Felixlândia;MG;PREVIDENCIÁRIO;Ente-suplementar;8.84;2021-01-01 00:00:00.000;2021-12-31 00:00:00.000
17695032000151;Felixlândia;MG;PREVIDENCIÁRIO;Ente-suplementar;11.12;2022-01-01 00:00:00.000;2022-12-31 00:00:00.000
18313833000178;Florestal;MG;PREVIDENCIÁRIO;Ativos;11.00;2008-01-26 00:00:00.000;NULL
18313833000178;Florestal;MG;PREVIDENCIÁRIO;Ente;11.00;2008-01-26 00:00:00.000;NULL
18313833000178;Florestal;MG;PREVIDENCIÁRIO;Aposentados;11.00;2014-05-19 00:00:00.000;NULL
18313833000178;Florestal;MG;PREVIDENCIÁRIO;Pensionistas;11.00;2014-05-19 00:00:00.000;NULL
16784720000125;Formiga;MG;PREVIDENCIÁRIO;Aposentados;11.00;2009-04-08 00:00:00.000;NULL
16784720000125;Formiga;MG;PREVIDENCIÁRIO;Pensionistas;11.00;2009-04-08 00:00:00.000;NULL
16784720000125;Formiga;MG;PREVIDENCIÁRIO;Ente;18.00;2012-03-28 00:00:00.000;NULL
16784720000125;Formiga;MG;PREVIDENCIÁRIO;Ativos;11.00;2013-05-16 00:00:00.000;NULL
16784720000125;Formiga;MG;PREVIDENCIÁRIO;Ente-suplementar;6.57;2019-01-01 00:00:00.000;2019-12-31 00:00:00.000
16784720000125;Formiga;MG;PREVIDENCIÁRIO;Ente-suplementar;7.86;2020-01-01 00:00:00.000;2020-12-31 00:00:00.000
16784720000125;Formiga;MG;PREVIDENCIÁRIO;Ente-suplementar;9.15;2021-01-01 00:00:00.000;2021-12-31 00:00:00.000
16784720000125;Formiga;MG;PREVIDENCIÁRIO;Ente-suplementar;10.44;2022-01-01 00:00:00.000;2022-12-31 00:00:00.000
18241760000156;Fortaleza de Minas;MG;PREVIDENCIÁRIO;Ativos;11.00;2014-10-01 00:00:00.000;NULL
18241760000156;Fortaleza de Minas;MG;PREVIDENCIÁRIO;Aposentados;11.00;2014-10-01 00:00:00.000;NULL
18241760000156;Fortaleza de Minas;MG;PREVIDENCIÁRIO;Pensionistas;11.00;2014-10-01 00:00:00.000;NULL
18241760000156;Fortaleza de Minas;MG;PREVIDENCIÁRIO;Ente;12.22;2014-10-01 00:00:00.000;NULL
22681423000157;Francisco Sá;MG;PREVIDENCIÁRIO;Ente;14.00;2016-01-01 00:00:00.000;NULL
22681423000157;Francisco Sá;MG;PREVIDENCIÁRIO;Ativos;11.00;2016-01-01 00:00:00.000;NULL
22681423000157;Francisco Sá;MG;PREVIDENCIÁRIO;Aposentados;11.00;2016-01-01 00:00:00.000;NULL
22681423000157;Francisco Sá;MG;PREVIDENCIÁRIO;Pensionistas;11.00;2016-01-01 00:00:00.000;NULL
22681423000157;Francisco Sá;MG;PREVIDENCIÁRIO;Ente-suplementar;3.00;2016-01-01 00:00:00.000;2019-12-31 00:00:00.000
22681423000157;Francisco Sá;MG;PREVIDENCIÁRIO;Ente-suplementar;3.50;2020-01-01 00:00:00.000;2024-12-31 00:00:00.000
18404954000125;Fronteira dos Vales;MG;PREVIDENCIÁRIO;Ente;16.62;2015-09-01 00:00:00.000;NULL
18404954000125;Fronteira dos Vales;MG;PREVIDENCIÁRIO;Aposentados;11.00;2015-09-01 00:00:00.000;NULL
18404954000125;Fronteira dos Vales;MG;PREVIDENCIÁRIO;Ativos;11.00;2015-09-01 00:00:00.000;NULL
18404954000125;Fronteira dos Vales;MG;PREVIDENCIÁRIO;Pensionistas;11.00;2015-09-01 00:00:00.000;NULL
18025932000154;Gonçalves;MG;PREVIDENCIÁRIO;Ente;12.47;2017-03-01 00:00:00.000;NULL
18025932000154;Gonçalves;MG;PREVIDENCIÁRIO;Aposentados;11.00;2017-06-01 00:00:00.000;NULL
18025932000154;Gonçalves;MG;PREVIDENCIÁRIO;Ativos;11.00;2017-06-01 00:00:00.000;NULL
18025932000154;Gonçalves;MG;PREVIDENCIÁRIO;Pensionistas;11.00;2017-06-01 00:00:00.000;NULL
18025932000154;Gonçalves;MG;PREVIDENCIÁRIO;Ente-suplementar;8.62;2019-01-01 00:00:00.000;2019-12-31 00:00:00.000
18025932000154;Gonçalves;MG;PREVIDENCIÁRIO;Ente-suplementar;10.66;2020-01-01 00:00:00.000;2020-12-31 00:00:00.000
20622890000180;Governador Valadares;MG;PREVIDENCIÁRIO;Ativos;11.00;2008-10-22 00:00:00.000;NULL
20622890000180;Governador Valadares;MG;PREVIDENCIÁRIO;Aposentados;11.00;2008-10-22 00:00:00.000;NULL
20622890000180;Governador Valadares;MG;PREVIDENCIÁRIO;Pensionistas;11.00;2008-10-22 00:00:00.000;NULL
20622890000180;Governador Valadares;MG;PREVIDENCIÁRIO;Ente;13.00;2011-09-22 00:00:00.000;NULL
18715615000160;Governo do Estado de Minas Gerais;MG;PREVIDENCIÁRIO;Pensionistas;11.00;2004-04-14 00:00:00.000;NULL
18715615000160;Governo do Estado de Minas Gerais;MG;PREVIDENCIÁRIO;Aposentados;11.00;2009-12-01 00:00:00.000;NULL
18715615000160;Governo do Estado de Minas Gerais;MG;PREVIDENCIÁRIO;Ativos;11.00;2013-01-01 00:00:00.000;NULL
18715615000160;Governo do Estado de Minas Gerais;MG;PREVIDENCIÁRIO;Ente;22.00;2013-12-07 00:00:00.000;NULL
18307439000127;Guanhães;MG;PREVIDENCIÁRIO;Ativos;11.00;2010-04-01 00:00:00.000;NULL
18307439000127;Guanhães;MG;PREVIDENCIÁRIO;Aposentados;11.00;2010-04-01 00:00:00.000;NULL
18307439000127;Guanhães;MG;PREVIDENCIÁRIO;Pensionistas;11.00;2010-04-01 00:00:00.000;NULL
18307439000127;Guanhães;MG;PREVIDENCIÁRIO;Ente;15.43;2016-01-05 00:00:00.000;NULL
18307439000127;Guanhães;MG;PREVIDENCIÁRIO;Ente-suplementar;14.30;2019-01-01 00:00:00.000;2019-12-31 00:00:00.000
18307439000127;Guanhães;MG;PREVIDENCIÁRIO;Ente-suplementar;16.35;2020-01-01 00:00:00.000;2020-12-31 00:00:00.000
19382647000153;Guaraciaba;MG;PREVIDENCIÁRIO;Ativos;11.00;2008-01-01 00:00:00.000;NULL
19382647000153;Guaraciaba;MG;PREVIDENCIÁRIO;Ente;14.00;2008-01-01 00:00:00.000;NULL
19382647000153;Guaraciaba;MG;PREVIDENCIÁRIO;Aposentados;11.00;2008-01-01 00:00:00.000;NULL
19382647000153;Guaraciaba;MG;PREVIDENCIÁRIO;Pensionistas;11.00;2008-01-01 00:00:00.000;NULL
18338160000100;Guarani;MG;PREVIDENCIÁRIO;Ativos;11.00;2013-01-15 00:00:00.000;NULL
18338160000100;Guarani;MG;PREVIDENCIÁRIO;Aposentados;11.00;2013-01-15 00:00:00.000;NULL
18338160000100;Guarani;MG;PREVIDENCIÁRIO;Pensionistas;11.00;2013-01-15 00:00:00.000;NULL
18338160000100;Guarani;MG;PREVIDENCIÁRIO;Ente;22.00;2013-01-15 00:00:00.000;NULL
18602052000101;Guimarânia;MG;PREVIDENCIÁRIO;Ativos;11.00;2009-10-28 00:00:00.000;NULL
18602052000101;Guimarânia;MG;PREVIDENCIÁRIO;Aposentados;11.00;2009-10-28 00:00:00.000;NULL
18602052000101;Guimarânia;MG;PREVIDENCIÁRIO;Pensionistas;11.00;2009-10-28 00:00:00.000;NULL
18602052000101;Guimarânia;MG;PREVIDENCIÁRIO;Ente;15.00;2010-10-28 00:00:00.000;NULL
18137943000126;Guiricema;MG;PREVIDENCIÁRIO;Ativos;11.00;2013-10-01 00:00:00.000;NULL
18137943000126;Guiricema;MG;PREVIDENCIÁRIO;Aposentados;11.00;2013-10-01 00:00:00.000;NULL
18137943000126;Guiricema;MG;PREVIDENCIÁRIO;Pensionistas;11.00;2013-10-01 00:00:00.000;NULL
18137943000126;Guiricema;MG;PREVIDENCIÁRIO;Ente;14.50;2013-10-01 00:00:00.000;NULL
18137943000126;Guiricema;MG;PREVIDENCIÁRIO;Ente-suplementar;24.00;2017-01-01 00:00:00.000;2020-12-31 00:00:00.000
18137943000126;Guiricema;MG;PREVIDENCIÁRIO;Ente-suplementar;36.00;2021-01-01 00:00:00.000;2026-12-31 00:00:00.000
18457192000125;Gurinhatã;MG;PREVIDENCIÁRIO;Aposentados;11.00;2006-03-15 00:00:00.000;NULL
18457192000125;Gurinhatã;MG;PREVIDENCIÁRIO;Pensionistas;11.00;2006-03-15 00:00:00.000;NULL
18457192000125;Gurinhatã;MG;PREVIDENCIÁRIO;Ativos;11.00;2018-07-02 00:00:00.000;NULL
18457192000125;Gurinhatã;MG;PREVIDENCIÁRIO;Ente;14.99;2018-07-02 00:00:00.000;NULL
18457192000125;Gurinhatã;MG;PREVIDENCIÁRIO;Ente-suplementar;8.61;2019-01-01 00:00:00.000;2019-12-31 00:00:00.000
18457192000125;Gurinhatã;MG;PREVIDENCIÁRIO;Ente-suplementar;12.27;2020-01-01 00:00:00.000;2020-12-31 00:00:00.000
18457192000125;Gurinhatã;MG;PREVIDENCIÁRIO;Ente-suplementar;15.93;2021-01-01 00:00:00.000;2021-12-31 00:00:00.000
18457192000125;Gurinhatã;MG;PREVIDENCIÁRIO;Ente-suplementar;19.59;2022-01-01 00:00:00.000;2022-12-31 00:00:00.000
18712133000156;Heliodora;MG;PREVIDENCIÁRIO;Aposentados;11.00;2017-10-01 00:00:00.000;NULL
18712133000156;Heliodora;MG;PREVIDENCIÁRIO;Ativos;11.00;2017-10-01 00:00:00.000;NULL
18712133000156;Heliodora;MG;PREVIDENCIÁRIO;Pensionistas;11.00;2017-10-01 00:00:00.000;NULL
18712133000156;Heliodora;MG;PREVIDENCIÁRIO;Ente;11.50;2017-10-01 00:00:00.000;NULL
18712133000156;Heliodora;MG;PREVIDENCIÁRIO;Ente-suplementar;8.25;2017-10-01 00:00:00.000;2028-12-31 00:00:00.000
18712133000156;Heliodora;MG;PREVIDENCIÁRIO;Ente-suplementar;19.58;2029-01-01 00:00:00.000;2042-12-31 00:00:00.000
18715490000178;Ibirité;MG;PREVIDENCIÁRIO;Ente;17.00;2014-03-02 00:00:00.000;NULL
18715490000178;Ibirité;MG;PREVIDENCIÁRIO;Ativos;11.00;2014-03-02 00:00:00.000;NULL
18715490000178;Ibirité;MG;PREVIDENCIÁRIO;Aposentados;11.00;2014-03-02 00:00:00.000;NULL
18715490000178;Ibirité;MG;PREVIDENCIÁRIO;Pensionistas;11.00;2014-03-02 00:00:00.000;NULL
18313825000121;Igaratinga;MG;PREVIDENCIÁRIO;Ativos;11.00;2007-08-26 00:00:00.000;NULL
18313825000121;Igaratinga;MG;PREVIDENCIÁRIO;Aposentados;11.00;2007-08-26 00:00:00.000;NULL
18313825000121;Igaratinga;MG;PREVIDENCIÁRIO;Pensionistas;11.00;2007-08-26 00:00:00.000;NULL
18313825000121;Igaratinga;MG;PREVIDENCIÁRIO;Ente;13.00;2011-08-02 00:00:00.000;NULL
18313825000121;Igaratinga;MG;PREVIDENCIÁRIO;Ente-suplementar;5.51;2013-01-01 00:00:00.000;2040-12-31 00:00:00.000
18306688000106;Iguatama;MG;PREVIDENCIÁRIO;Ativos;11.00;2007-07-17 00:00:00.000;NULL
18306688000106;Iguatama;MG;PREVIDENCIÁRIO;Ente;11.00;2007-07-17 00:00:00.000;NULL
18306688000106;Iguatama;MG;PREVIDENCIÁRIO;Aposentados;11.00;2007-07-17 00:00:00.000;NULL
18306688000106;Iguatama;MG;PREVIDENCIÁRIO;Pensionistas;11.00;2007-07-17 00:00:00.000;NULL
18116152000110;Inhaúma;MG;PREVIDENCIÁRIO;Ente;11.00;2011-05-05 00:00:00.000;NULL
18116152000110;Inhaúma;MG;PREVIDENCIÁRIO;Ativos;11.00;2011-08-03 00:00:00.000;NULL
18116152000110;Inhaúma;MG;PREVIDENCIÁRIO;Aposentados;11.00;2011-08-03 00:00:00.000;NULL
18116152000110;Inhaúma;MG;PREVIDENCIÁRIO;Pensionistas;11.00;2011-08-03 00:00:00.000;NULL
18116152000110;Inhaúma;MG;PREVIDENCIÁRIO;Ente-suplementar;9.25;2015-01-01 00:00:00.000;2043-12-31 00:00:00.000
18457259000121;Ipiaçu;MG;PREVIDENCIÁRIO;Ativos;11.00;2018-06-19 00:00:00.000;NULL
18457259000121;Ipiaçu;MG;PREVIDENCIÁRIO;Aposentados;11.00;2018-06-19 00:00:00.000;NULL
18457259000121;Ipiaçu;MG;PREVIDENCIÁRIO;Pensionistas;11.00;2018-06-19 00:00:00.000;NULL
18457259000121;Ipiaçu;MG;PREVIDENCIÁRIO;Ente;11.00;2018-06-19 00:00:00.000;NULL
18457259000121;Ipiaçu;MG;PREVIDENCIÁRIO;Ente-suplementar;16.00;2019-01-01 00:00:00.000;2019-12-31 00:00:00.000
18457259000121;Ipiaçu;MG;PREVIDENCIÁRIO;Ente-suplementar;17.00;2020-01-01 00:00:00.000;2020-12-31 00:00:00.000
18457259000121;Ipiaçu;MG;PREVIDENCIÁRIO;Ente-suplementar;20.00;2021-01-01 00:00:00.000;2021-12-31 00:00:00.000
18457259000121;Ipiaçu;MG;PREVIDENCIÁRIO;Ente-suplementar;22.00;2022-01-01 00:00:00.000;2022-12-31 00:00:00.000
18299446000124;Itabira;MG;PREVIDENCIÁRIO;Ativos;11.00;2012-01-01 00:00:00.000;NULL
18299446000124;Itabira;MG;PREVIDENCIÁRIO;Aposentados;11.00;2012-01-01 00:00:00.000;NULL
18299446000124;Itabira;MG;PREVIDENCIÁRIO;Pensionistas;11.00;2012-01-01 00:00:00.000;NULL
18299446000124;Itabira;MG;PREVIDENCIÁRIO;Ente;19.30;2018-09-11 00:00:00.000;NULL
18299446000124;Itabira;MG;PREVIDENCIÁRIO;Ente-suplementar;12.00;2018-09-11 00:00:00.000;2020-12-31 00:00:00.000
18299446000124;Itabira;MG;PREVIDENCIÁRIO;Ente-suplementar;13.85;2021-01-01 00:00:00.000;2021-12-31 00:00:00.000
18299446000124;Itabira;MG;PREVIDENCIÁRIO;Ente-suplementar;15.69;2022-01-01 00:00:00.000;2022-12-31 00:00:00.000
18283101000182;Itacarambi;MG;PREVIDENCIÁRIO;Ente;15.00;2013-08-08 00:00:00.000;NULL
18283101000182;Itacarambi;MG;PREVIDENCIÁRIO;Aposentados;11.00;2013-08-08 00:00:00.000;NULL
18283101000182;Itacarambi;MG;PREVIDENCIÁRIO;Pensionistas;11.00;2013-08-08 00:00:00.000;NULL
18283101000182;Itacarambi;MG;PREVIDENCIÁRIO;Ativos;11.00;2013-08-08 00:00:00.000;NULL
18283101000182;Itacarambi;MG;PREVIDENCIÁRIO;Ente-suplementar;4.00;2013-08-08 00:00:00.000;2047-12-31 00:00:00.000
16886871000194;Itamarandiba;MG;PREVIDENCIÁRIO;Aposentados;11.00;2009-08-11 00:00:00.000;NULL
16886871000194;Itamarandiba;MG;PREVIDENCIÁRIO;Pensionistas;11.00;2009-08-11 00:00:00.000;NULL
16886871000194;Itamarandiba;MG;PREVIDENCIÁRIO;Ente;18.87;2014-01-01 00:00:00.000;NULL
16886871000194;Itamarandiba;MG;PREVIDENCIÁRIO;Ativos;11.00;2014-01-01 00:00:00.000;NULL
16886871000194;Itamarandiba;MG;PREVIDENCIÁRIO;Ente-suplementar;7.58;2019-01-01 00:00:00.000;2019-12-31 00:00:00.000
16886871000194;Itamarandiba;MG;PREVIDENCIÁRIO;Pensionistas;8.79;2020-01-01 00:00:00.000;2020-12-31 00:00:00.000
16886871000194;Itamarandiba;MG;PREVIDENCIÁRIO;Ente-suplementar;10.00;2021-01-01 00:00:00.000;2021-12-31 00:00:00.000
18666750000162;Itamonte;MG;PREVIDENCIÁRIO;Ativos;11.00;2009-01-14 00:00:00.000;NULL
18666750000162;Itamonte;MG;PREVIDENCIÁRIO;Aposentados;11.00;2009-01-14 00:00:00.000;NULL
18666750000162;Itamonte;MG;PREVIDENCIÁRIO;Pensionistas;11.00;2009-01-14 00:00:00.000;NULL
18666750000162;Itamonte;MG;PREVIDENCIÁRIO;Ente;12.30;2009-05-01 00:00:00.000;NULL
18666750000162;Itamonte;MG;PREVIDENCIÁRIO;Ente-suplementar;8.00;2013-01-01 00:00:00.000;2022-12-31 00:00:00.000
21226840000147;Itapagipe;MG;PREVIDENCIÁRIO;Aposentados;11.00;2011-12-22 00:00:00.000;NULL
21226840000147;Itapagipe;MG;PREVIDENCIÁRIO;Pensionistas;11.00;2011-12-22 00:00:00.000;NULL
21226840000147;Itapagipe;MG;PREVIDENCIÁRIO;Ativos;11.00;2011-12-22 00:00:00.000;NULL
21226840000147;Itapagipe;MG;PREVIDENCIÁRIO;Ente;14.95;2011-12-22 00:00:00.000;NULL
21226840000147;Itapagipe;MG;PREVIDENCIÁRIO;Ente-suplementar;2.50;2013-01-01 00:00:00.000;2044-12-31 00:00:00.000
18677625000158;Itapeva;MG;PREVIDENCIÁRIO;Ente;19.00;2017-05-15 00:00:00.000;NULL
18677625000158;Itapeva;MG;PREVIDENCIÁRIO;Ativos;11.00;2017-05-15 00:00:00.000;NULL
18677625000158;Itapeva;MG;PREVIDENCIÁRIO;Aposentados;11.00;2017-05-15 00:00:00.000;NULL
18677625000158;Itapeva;MG;PREVIDENCIÁRIO;Pensionistas;11.00;2017-05-15 00:00:00.000;NULL
18677625000158;Itapeva;MG;PREVIDENCIÁRIO;Ente-suplementar;14.50;2019-01-01 00:00:00.000;2019-12-31 00:00:00.000
18677625000158;Itapeva;MG;PREVIDENCIÁRIO;Ente-suplementar;15.50;2020-01-01 00:00:00.000;2020-12-31 00:00:00.000
18677625000158;Itapeva;MG;PREVIDENCIÁRIO;Ente-suplementar;16.50;2021-01-01 00:00:00.000;2021-12-31 00:00:00.000
18309724000187;Itaúna;MG;PREVIDENCIÁRIO;Ativos;11.00;2007-02-16 00:00:00.000;NULL
18309724000187;Itaúna;MG;PREVIDENCIÁRIO;Aposentados;11.00;2007-02-16 00:00:00.000;NULL
18309724000187;Itaúna;MG;PREVIDENCIÁRIO;Pensionistas;11.00;2007-02-16 00:00:00.000;NULL
18309724000187;Itaúna;MG;PREVIDENCIÁRIO;Ente;16.30;2011-01-01 00:00:00.000;NULL
18457218000135;Ituiutaba;MG;FINANCEIRO;Ativos;11.00;2015-03-04 00:00:00.000;NULL
18457218000135;Ituiutaba;MG;FINANCEIRO;Aposentados;11.00;2015-03-04 00:00:00.000;NULL
18457218000135;Ituiutaba;MG;FINANCEIRO;Pensionistas;11.00;2015-03-04 00:00:00.000;NULL
18457218000135;Ituiutaba;MG;FINANCEIRO;Ente;22.00;2015-03-04 00:00:00.000;NULL
18457218000135;Ituiutaba;MG;PREVIDENCIÁRIO;Ativos;11.00;2015-03-04 00:00:00.000;NULL
18457218000135;Ituiutaba;MG;PREVIDENCIÁRIO;Aposentados;11.00;2015-03-04 00:00:00.000;NULL
18457218000135;Ituiutaba;MG;PREVIDENCIÁRIO;Pensionistas;11.00;2015-03-04 00:00:00.000;NULL
18457218000135;Ituiutaba;MG;PREVIDENCIÁRIO;Ente;22.00;2015-03-04 00:00:00.000;NULL
18457218000135;Ituiutaba;MG;PREVIDENCIÁRIO;Ente-suplementar;0.22;2019-01-01 00:00:00.000;2019-12-31 00:00:00.000
18457218000135;Ituiutaba;MG;PREVIDENCIÁRIO;Ente-suplementar;0.34;2020-01-01 00:00:00.000;2020-12-31 00:00:00.000
18457218000135;Ituiutaba;MG;PREVIDENCIÁRIO;Ente-suplementar;0.45;2021-01-01 00:00:00.000;2021-12-31 00:00:00.000
18457218000135;Ituiutaba;MG;PREVIDENCIÁRIO;Ente-suplementar;0.56;2022-01-01 00:00:00.000;2022-12-31 00:00:00.000
18017392000167;Janaúba;MG;PREVIDENCIÁRIO;Ente;19.37;2016-12-01 00:00:00.000;NULL
18017392000167;Janaúba;MG;PREVIDENCIÁRIO;Aposentados;11.00;2016-12-01 00:00:00.000;NULL
18017392000167;Janaúba;MG;PREVIDENCIÁRIO;Pensionistas;11.00;2016-12-01 00:00:00.000;NULL
18017392000167;Janaúba;MG;PREVIDENCIÁRIO;Ativos;11.00;2016-12-01 00:00:00.000;NULL
